#ID_REF = 
#VALUE = Quantification
ID_REF	VALUE
8057613	5.34133
7903742	8.14954
8091432	7.2119
7977203	5.12456
8112335	2.88094
8083757	6.89211
8036830	4.44017
8167895	2.01056
8109752	2.93314
8004057	7.54193
7941597	2.5177
8161426	5.32904
8124846	1.49995
8067743	5.12497
8025601	8.17854
7983979	2.74552
8086057	6.94041
8089459	1.61959
7976848	4.01355
7928147	3.43852
8095697	3.87411
8069561	6.25802
7984961	3.27641
8155946	5.01614
7962203	4.54319
8019709	7.2678
7977480	1.72603
7993756	2.6888
7979108	3.49255
7959927	6.89077
8106514	2.0062
8119492	5.54701
7992439	4.62998
7901712	1.62506
8130129	5.9966
8031807	3.10422
8082350	5.43563
8127425	8.13217
8157580	1.92444
8009241	5.41503
7948656	10.6896
8089677	4.9703
7916747	9.08447
8162652	3.65874
8098170	3.13388
7936706	7.52499
8121454	5.02709
8147837	2.8903
8112478	7.01334
8061847	2.71846
7985829	3.63932
8151252	2.95207
8049610	4.27782
7963201	1.3664
8165993	1.81311
8163147	2.21159
7938519	5.27677
8090180	1.78705
7945445	5.34069
8066025	2.32707
8150217	5.34578
7926766	2.39583
8136448	2.48298
8135486	1.48761
7896929	5.51406
7928549	1.87414
7920944	7.25361
8135804	2.15083
8037621	4.96829
7930537	5.45239
7997827	4.66524
8141791	7.67753
8073775	3.44207
8097600	7.98002
8089026	1.99879
8169294	3.38759
8022972	8.17443
8102743	3.52854
8019699	4.64593
8079517	5.57784
7996423	5.5409
8030944	1.34138
7919243	2.34527
7910909	1.36149
8160419	2.34469
7981427	4.6997
8146427	2.16838
7913558	6.99028
8081645	3.14159
8162929	1.85132
8105504	4.08615
8066609	2.8449
7980296	9.06598
8079796	5.87433
7912606	4.45222
7944913	2.46214
8077970	4.18668
8168646	2.27951
8014073	7.39974
7971933	1.61786
7943515	2.24548
7954071	4.78785
8109570	1.39253
8043833	1.67791
7897561	7.89772
8068610	1.36149
8139242	2.61999
7933421	2.2643
7917088	5.50103
8029914	4.8246
8030630	7.16245
7927527	2.8521
8086148	9.11348
8076231	5.70084
8167234	6.41945
8071134	2.60388
7914232	6.20425
8048460	6.07301
7982878	9.10727
7916667	1.77483
8098576	6.13358
8050232	6.2383
7906339	5.13114
8002711	6.77615
8127767	1.98108
8066459	3.60432
7928800	7.06568
7932177	2.64252
8136370	2.00783
8151583	1.2977
8049394	2.62991
7952377	1.94879
8107208	4.80024
8170232	2.87543
8036808	8.28848
8170443	8.5449
8006453	2.86215
8178074	3.63675
8034696	3.55989
7898161	7.94264
8015554	4.80347
7933840	2.19645
8024900	4.46272
7978376	2.74409
7934411	5.15454
7900488	1.82172
8136918	10.0279
8080184	9.75696
8159371	1.92203
8155388	2.5425
7950162	3.62436
7979510	3.66151
7914592	4.84123
8047379	5.20681
7920193	2.7702
8008213	7.01423
7980213	2.73386
8087530	2.96783
8135638	6.08623
8026696	3.55631
8039054	2.9573
7946149	4.32274
8033159	5.07664
7908525	5.12977
8082750	6.00451
7958819	7.18329
7969675	1.71233
8021905	4.87684
8121332	1.30137
7903490	3.6266
7973433	3.401
7939640	1.60341
8016245	6.90035
7948039	1.6169
8120990	2.93978
8154885	6.01888
8025998	5.21167
8016018	7.65194
8140650	1.74039
8111199	2.41176
8026926	6.28473
8160682	5.94798
7964577	2.26253
7976055	2.33229
8176442	2.48793
8171013	5.32069
8165663	1.28837
7902965	2.4704
8057771	4.81745
8147123	3.81483
8108558	8.42575
8172749	2.77207
7962112	3.33644
8127094	2.85463
8071194	2.80176
7920707	5.78502
8152642	3.34582
8009653	7.58136
8001841	7.59221
7998910	4.72126
8065776	6.43115
7994343	1.52207
8117667	2.63269
7992409	4.12121
8101210	4.31848
8007931	7.37898
8100523	1.85342
8100229	1.37614
8075668	3.64166
8050160	2.35437
7911619	9.97748
8025828	7.1869
8037563	5.03536
8146863	2.12976
8101716	1.36149
8172317	4.47275
8007435	5.89662
7961820	3.52236
8073826	6.01369
8105340	3.08554
8046276	5.71718
7931293	6.26523
8088065	5.27385
8150428	3.89203
8133902	5.13368
8098938	2.20858
7897849	6.03122
7904951	1.5987
7977773	3.14939
7964803	2.23723
8012464	2.97836
8039545	1.98241
8034326	1.48156
8104449	7.62936
8008289	4.60398
7986428	4.61328
8171193	2.07529
8100603	4.55454
8148621	4.29934
7997239	5.46021
8124889	4.20843
8015906	1.72603
8125149	3.76625
8073596	2.86749
8055305	2.58437
7948117	2.15136
8069131	4.44306
7924401	1.61959
8146957	1.81868
8163107	2.92389
8158123	6.50104
8160383	1.50336
8081212	1.49512
8156088	3.55989
8056545	5.51304
8168098	1.87183
8123726	3.24897
8075776	2.71827
8039491	4.62395
8060103	4.48502
7972287	1.82597
7903188	2.79086
7903586	7.66587
8123562	5.7171
8144894	6.37964
8129476	1.89573
8069790	2.26002
7955043	3.36632
7967084	4.89444
8171418	4.938
8138401	6.79563
8078542	2.24771
8069863	3.41606
8166669	2.77221
8106336	2.83445
8013157	5.89197
8150751	2.17165
8024089	5.89933
8011245	5.871
8029615	1.49715
7956613	8.02201
8114918	2.65275
8074196	4.92194
8173621	2.7406
8096580	2.08813
8052004	1.99337
8009995	6.1373
7982282	6.7511
8105481	1.83456
7921332	2.78246
8014167	2.28017
8047606	5.36109
8095262	7.48687
8035646	7.35285
7930833	3.48647
7896759	4.52715
8124329	1.45752
8121561	1.8471
8007008	7.19766
8110587	1.20061
7961208	5.0298
8032730	9.58958
7916425	3.16762
8121838	3.95683
7917942	3.00991
8035859	6.06292
8129728	3.88714
8045229	3.64038
8177744	7.40009
8138353	3.46928
8136863	3.17867
8089723	3.14027
8151052	2.40017
8049435	3.2163
8014704	4.60457
7994804	5.08353
7927812	2.24784
7913835	2.16378
8125445	2.07664
8023450	6.71968
7941797	6.55752
7963768	1.75059
8131438	6.04962
7987466	4.79398
8021666	1.90104
8053386	3.75168
8009875	4.36428
8151123	1.70162
8065758	3.49401
8178977	9.70461
8150872	10.3796
7979696	1.4288
8058458	5.79615
7922137	3.43516
7970392	2.43675
8132209	6.91188
8067834	1.33905
8135827	1.75865
8066818	1.12069
8002301	2.26264
7982206	3.70162
8122843	4.17652
8102979	1.73655
8106818	3.34582
8053429	6.33775
7954291	1.71894
8152131	1.54876
8052305	1.36149
8167790	5.5546
8047677	2.7248
7977609	2.54066
7933176	3.60126
8138147	7.27048
8162479	4.41702
8014326	2.47698
8153903	9.79514
8134079	5.228
8014738	5.22551
8056041	7.46665
8067178	2.81298
7898070	5.86782
8102720	5.61859
7974479	3.46067
8149289	5.27054
8102936	2.04756
7986001	5.7694
7932508	1.36149
8093258	5.11725
7977418	5.4864
7902038	6.1695
8122552	1.71814
8040908	8.2222
7974900	3.02991
7952350	4.20376
8151659	2.12807
8070712	2.6923
8047241	2.48142
8093171	6.42067
8139767	1.49335
8116620	3.95845
7941537	7.33641
8108174	5.36501
8094165	5.14816
8079993	5.16724
7902203	4.08253
7976836	1.59378
7897132	4.03849
8031414	3.82888
7949124	3.23763
7918153	7.92759
8169995	4.31796
8086350	1.63751
8136138	1.91028
7917283	3.85849
8039939	7.04795
7948322	2.22092
7932227	6.51845
8165183	7.23638
8079426	2.88067
8076025	3.55786
7926817	3.61254
8098571	4.47275
8171684	6.75239
8176243	1.6637
8147516	3.17653
8043379	1.29554
8087669	4.66307
8082133	4.43018
8100292	5.39306
7992529	6.89596
8080985	1.9638
7898040	2.20598
8157246	3.63711
7981084	2.74794
7956426	3.2781
8139031	2.30202
8178295	2.6467
8107406	4.84132
8042259	8.49052
8025124	2.62155
7972748	3.49557
8078284	2.1076
8153762	5.60285
7931081	6.36183
8179258	3.2708
7940989	6.24412
8101322	4.95373
8124994	5.70692
8112801	1.84755
8079433	3.97881
8062478	2.14776
8137537	4.61235
7992789	7.24091
7919572	4.04773
7975971	2.86615
8005141	6.06405
8171427	2.81702
7919351	8.54105
7907847	2.65275
7939959	1.75072
7970655	7.19179
8139421	7.34624
8048611	2.77892
8037240	2.41776
8137517	4.03294
8122883	1.23939
8104234	3.11214
8137223	1.45316
7964598	2.16838
8171348	1.73761
8153862	6.59546
7998931	4.45088
8084838	3.49512
7980403	6.05361
7925749	3.11707
8165258	7.52191
8082583	2.50508
8097947	2.72577
8044959	2.06381
8168391	2.98917
8159275	2.60636
8053998	5.98546
8168733	3.30296
8134981	5.91879
8077042	6.61303
8043682	7.42544
7971692	3.62876
8156529	2.9254
8050278	10.1639
8031939	5.03248
7922418	3.66871
8104615	1.51163
8013179	7.07116
7911287	2.67604
7998724	4.56763
8030997	3.61575
8000738	5.7456
7933145	1.61373
8113342	1.72228
8060698	6.21838
8012854	1.11208
8148824	7.093
7964927	1.71894
7993889	3.44845
8115099	3.67862
8103516	2.14737
8062842	3.55989
7989806	6.33353
7988440	1.75865
8126337	4.99323
8067121	3.07144
7950086	7.29714
8153890	4.89228
8105937	5.19663
8031857	3.50889
7940259	5.21158
8107940	1.5536
8077123	4.84246
8086370	1.49168
7897964	2.22847
8154386	2.29306
8144410	4.50027
8083494	8.54233
7941127	6.85297
7976598	8.29271
7999594	2.14693
8109597	6.75384
7977642	3.35517
7982294	3.13926
8151205	1.60099
8133413	9.91508
7897648	6.69815
7940108	2.70074
8088491	1.8955
8082422	6.44809
7950864	6.22145
7932554	6.33962
8156846	5.03334
8081028	3.78447
8174968	4.19533
7957503	2.73937
8049299	4.69265
8088090	4.76811
7977474	2.37362
8143209	2.91935
8080093	5.89574
7991893	5.86384
8095491	1.49184
8013262	5.38966
7946321	2.11903
7934477	5.73878
7952984	1.96026
8139889	5.97713
8131705	4.05794
8115039	2.64377
8000791	5.26812
7923175	1.8009
8115875	2.36342
8030197	2.89345
8156718	7.08518
8065652	3.04948
8171834	9.74741
8075483	7.01968
7947681	7.81977
8065165	6.05809
7980765	5.08158
7928645	5.32071
7942569	7.07583
8096314	6.41713
7960438	2.97928
8136281	2.37869
8132705	2.14909
8133938	5.36852
7951752	6.02772
8000200	7.12696
7935058	9.19843
8169109	2.3739
8151475	2.62282
8040831	7.90591
8098506	2.40093
8001099	6.90614
7910200	5.32441
8141872	3.45642
7943317	2.15715
7976635	2.97864
8105681	8.13954
8098157	3.20607
8100699	1.75854
8048381	4.78836
7912968	4.01394
8001007	3.87723
7974166	2.39819
7902227	6.17585
7913805	6.86894
8171111	9.2864
8156569	3.59718
8127193	2.07426
8017582	9.23729
7992293	4.46305
8067351	5.9069
7951144	5.89365
8078958	2.49928
7916629	2.05446
8040488	2.09985
7908861	2.19109
7969830	5.00905
7923442	3.29179
7972650	1.79417
8024712	3.28519
8098556	3.21903
8006170	5.99367
8040336	1.60062
8050255	5.22683
8047213	1.5899
7986525	6.0873
8152246	1.34743
7900076	3.2439
8078888	2.28084
7972743	3.0771
8046542	4.54916
8045083	5.08712
7997801	5.51972
8129045	6.69634
7917974	1.45008
7938878	2.78533
8036176	3.62994
8070777	6.02263
8126212	5.18453
8151042	2.32398
8139843	1.44142
8039086	2.59523
8036420	3.35164
7979426	4.21614
8167443	3.56601
8174985	2.98856
8102171	6.32148
8039586	3.59089
8109651	2.2912
8167508	2.11991
8108688	2.35888
8028607	4.15534
8027247	4.31165
8042117	1.94228
8028643	5.29553
8167772	2.12165
7943998	3.37959
8035477	5.20912
8093150	2.60804
7922756	3.44041
8095773	8.40806
7995417	6.354
7980233	4.19771
7919940	6.99852
7944096	5.26637
8010243	8.14296
8080645	8.11631
7940349	6.14634
8177527	6.88638
8106929	1.44073
7939197	8.56469
8036835	4.81045
7897424	3.73274
7975406	1.94758
7982256	4.58922
7919560	4.00464
7946017	1.92989
8162940	8.49079
7927964	10.0213
8171136	5.28443
8084986	7.0698
8091456	1.80902
7969479	2.3686
7907404	5.07866
7950119	7.89514
7991564	1.27551
7917726	1.63253
8154361	1.4539
8126173	4.04364
8109039	1.62929
7978628	5.26656
8137942	7.22746
7955140	1.29101
8085193	3.60286
8002272	6.34641
7998033	8.25887
7956949	5.66616
8078397	5.42851
8042219	2.95083
8069037	5.32007
7998965	3.55989
8133030	6.55868
7962557	2.1476
8135341	2.55794
8071717	2.75238
8122125	1.5972
7934789	3.87433
8004167	3.69035
7983718	2.04814
8155802	2.60636
8112592	4.43168
8040223	2.74325
8158928	1.28667
8062864	5.45506
7898910	8.80215
8148821	3.98465
7927645	4.43119
7915910	4.8408
7973135	2.37624
7913256	7.79824
7933931	7.89385
7955768	7.39477
8129985	4.71635
7935228	1.79169
8110629	1.69717
7926807	6.37616
8086627	4.31211
8002969	6.38963
7906303	2.53483
7938592	7.57964
8125289	4.03342
8006562	5.02893
7903703	7.51268
7964646	6.73622
8096536	1.51087
8151306	2.45339
7952426	4.48048
7926037	6.89331
7973022	2.23597
8095723	1.53895
8004580	2.944
8136839	2.02172
8081667	7.18124
7898655	6.81056
7951873	5.91259
8021478	3.97352
8071899	4.21905
8159945	7.17871
7958942	3.95845
7913852	2.39835
7968254	6.43432
8089988	5.42272
7939910	2.97398
8176163	5.84306
8074730	4.15487
8147990	2.80606
8147543	4.15684
8072355	2.32753
8156354	1.36408
8141228	4.59939
8130394	2.75927
7995007	7.73973
8072374	5.03131
8041172	4.31263
8144947	1.455
7958860	3.53929
7970262	7.05483
8111668	2.00193
8012270	2.23377
8162570	2.3626
8138735	3.71079
7945086	4.26826
8093756	2.98073
8168303	5.30076
8094357	1.72533
8076826	3.80699
8053731	4.25275
8157027	2.13202
7928107	6.52576
7919095	9.05487
8093336	4.90876
7953934	1.99658
7931389	2.14292
7969368	5.75675
8099259	3.76625
8077779	5.35119
8163023	6.64892
8026861	4.19825
8133590	3.47129
8081354	1.71641
8071179	5.47619
7907439	9.06931
8086400	3.56971
7979483	1.43859
7976576	1.72865
8114443	6.94433
7978866	7.00528
8174710	7.48627
7949206	5.25075
8001615	4.1679
8019074	4.69713
7919195	1.36769
8151436	4.82824
8030321	5.74157
7975598	6.30115
8170362	2.66893
8125835	8.65189
8045812	1.4046
8094743	2.63709
8064779	4.69816
7981486	1.8734
8135273	5.21708
8070615	5.09085
8008588	2.86241
8122242	3.89889
8025621	4.55608
7903474	8.1713
7944006	3.70886
8176742	1.67735
8029360	2.66034
8008644	7.0725
7910188	2.37379
8147307	4.96361
8112016	1.39253
8173522	1.89458
8051001	3.36558
8029580	6.15035
8043747	2.15413
7959078	8.05529
8055465	7.40713
7929497	2.18655
8036557	4.37626
8071997	4.01949
8044462	8.12684
8042993	2.653
7971850	3.93256
7918034	4.9778
7997197	6.40495
8148796	3.98465
8174794	6.31703
8108483	3.28919
8076403	8.97944
7946288	1.70287
8110417	2.85407
8067087	4.06554
8033987	4.47551
7995739	3.12447
8151234	4.94433
8160722	7.52381
7927981	6.57644
8151603	5.30269
7917357	1.48761
8029754	3.99433
8034395	1.74364
7950883	1.97865
8017102	2.46676
7956670	7.80478
8176012	2.85568
7921786	6.85715
7953278	3.81458
7931832	3.33434
8128327	4.34982
8096079	4.33998
8006377	7.68798
7919139	1.52008
8139941	1.48761
8109712	2.00855
8079131	3.8096
7966600	8.36851
8134431	6.94876
8177081	2.43946
8032804	6.92977
8042917	6.8748
8020549	4.53204
8155849	10.0115
8050846	5.26304
7933561	5.79615
7903688	5.65422
7969640	2.14747
7934885	5.7165
7935230	5.66137
7940103	2.16838
8027363	1.46714
8108744	1.82661
8086417	4.75519
8075507	6.12541
8075306	2.67494
8100109	1.90703
7914433	4.15024
7925565	8.15286
8144514	2.44127
7992782	4.67353
7943282	2.72945
8122131	1.9787
8115022	8.17623
8074003	7.12677
8053741	2.0658
7939559	3.29763
8037453	1.75246
8146334	4.05557
7937378	6.33547
8176006	2.85568
8109663	2.60601
8095331	1.73436
8032290	6.31084
8145799	3.33349
7910184	2.14136
8122196	4.65239
8003204	3.2587
7922291	1.66055
7908330	5.50429
7927773	1.45217
8103524	7.32539
8023547	1.41901
7919157	4.15082
7955908	9.74446
7966425	1.93979
8017488	4.13492
7948213	3.65136
8069532	5.43623
8050190	7.13166
7995346	4.23816
7970864	8.10367
8135568	7.77616
7961215	2.29187
8018428	6.19544
8167951	1.68186
8094278	2.47938
7939102	5.13478
8178244	6.18799
8170273	2.27219
8075217	8.26614
8146480	3.03147
7983123	5.77821
8119408	6.71355
7946903	3.23448
7921852	3.44576
8142930	3.97525
7926900	5.30533
8063156	6.74875
8121273	2.00379
8111203	3.93681
7952884	4.1577
7977149	6.36094
8058664	3.34434
8123889	2.20858
8059672	8.22933
8128977	2.82067
8153911	4.92554
7974192	1.32238
8150529	2.51446
8117741	4.79357
7977987	3.38604
7911112	2.36172
7942941	2.07771
7907092	7.39877
8117576	1.75158
7906223	5.13922
8125415	1.7483
8092541	2.25531
8081903	1.67099
8043367	2.09282
8074286	5.94014
8063921	1.67501
8080674	1.62528
8169687	3.09284
8126035	4.0112
8030067	4.40091
7943526	2.23725
8074716	5.93538
8066393	3.74392
7909510	6.23504
8039013	2.7124
8091279	1.97729
8024572	6.61512
8084710	3.13968
8073311	5.41594
8032051	4.9164
8153823	4.5696
8137435	2.51577
7937946	2.04756
8081348	8.7137
7918898	2.10853
8060370	6.20335
8146171	6.63605
8070389	5.52137
8068733	1.61959
8002760	2.58018
7923772	2.36392
8151607	5.30269
7971541	7.7843
8164464	6.05902
8151512	5.77038
8030980	9.26155
8178338	2.61839
7977951	2.20858
8043040	2.13674
8138728	3.35517
7921319	3.19524
8056790	2.69337
8079163	2.57418
7956648	3.2543
8128099	3.97789
8002667	5.29179
7956551	3.14203
7898679	5.27193
8053171	3.43435
8163383	7.49755
8108217	7.56558
8154043	3.48807
7916928	6.31457
8128565	2.3185
8015133	2.232
8035863	3.56924
8030092	4.23415
7998381	6.1467
7980452	3.20952
7991777	3.69027
8168058	4.82296
8168620	1.50333
8178442	4.59246
8037061	2.91001
8150565	6.56857
7924987	3.52064
7908003	8.24802
8003066	4.14288
7974146	3.85703
8095163	7.70603
7945162	4.23377
8062137	5.46476
7925246	1.37464
8026610	5.68823
7923086	2.12013
7975702	3.05272
7910416	4.80635
8054227	4.84711
8035144	2.22494
8010963	2.05176
7924085	2.83413
8072529	5.56378
7901557	5.01901
8076813	3.0909
7991427	5.83093
7917741	8.58256
8176730	2.5461
7915991	4.1964
8066038	2.95826
7946728	8.12814
7943347	4.45814
8015410	4.5098
8161863	1.75023
7903667	3.69248
7999112	5.27239
8024956	4.74116
8145244	5.94847
8043743	5.86725
7897066	4.43009
7945942	1.6641
8097957	3.35682
7970577	6.4863
8081405	2.47614
7995340	6.51347
8115342	1.5536
8138941	5.13127
7963233	1.39155
7905154	2.38957
8103630	5.4454
8042905	6.15728
8051949	5.95706
8164177	8.78928
8012140	6.61521
8164554	6.33436
8169740	9.3704
8028791	11.3425
8084834	1.46762
8021707	6.35061
8024966	6.54438
8175288	6.80446
8176671	2.04756
7981742	3.93304
8109612	4.75938
8062204	3.84902
8046306	7.41299
7985997	3.95639
7900228	9.94506
7941382	6.55859
8161458	3.5145
8124967	8.40633
7973902	7.61898
7972709	2.11338
8177212	1.94726
8117748	2.5455
8073766	1.70055
8046695	4.95073
8104663	2.82548
7917514	1.60099
8154529	1.96635
8015706	3.76625
7914834	8.7013
8102781	3.00635
8055204	4.923
7945734	5.63627
8119034	6.01481
8116439	5.61902
7945620	7.68174
8069517	2.03098
8037835	7.00798
7959586	4.50695
8144428	3.48922
7986512	6.6219
8046997	5.81157
8048071	2.07356
8175629	2.51446
7955211	2.6662
7938544	2.63197
8177462	5.2901
8131496	4.43007
8099362	4.772
7958425	2.00483
8002882	3.93427
8134347	2.20459
8031076	4.24124
7982002	1.81311
7945962	6.4069
7911237	2.36627
8140196	5.78974
8012473	5.40606
7928171	8.07966
8141303	4.18284
8031799	1.96583
7966542	4.13113
8108078	2.18108
8038587	3.68236
8161418	2.31367
8055377	2.37647
8164995	6.05686
8137953	7.04946
8008704	3.86852
7940026	1.93944
7960397	3.74621
8001327	1.62959
8089289	1.24955
7965245	1.79154
7920839	7.44788
7981994	1.79328
7978833	8.61083
8040490	2.62072
7912525	1.65527
8072744	6.62447
7944033	1.63819
8177544	6.29033
8078461	2.92328
7985066	6.36407
8140859	4.06886
8132962	1.66536
7986601	5.07389
8143108	1.67602
8113286	5.38314
8146711	1.72817
8173174	3.0295
8107232	2.19301
7929589	2.91546
8165458	4.16639
8116710	6.86174
8021695	2.26184
8081339	1.88894
8053720	1.63142
8106181	7.10682
8074364	3.70071
8175768	4.98484
8085714	5.00833
8109773	3.09354
8166632	6.57448
8172082	1.52122
8110463	2.71718
8091922	1.96031
7934295	1.35375
8069800	2.84426
8045142	8.17523
8066579	3.35388
8162470	2.03744
8081358	5.36812
8094124	4.1415
8029347	2.21031
8138128	7.4105
8052678	2.14263
8020491	2.16497
8155250	6.26694
8105384	1.73665
7934977	1.46892
7964834	9.86501
8173647	1.84582
7926983	3.46302
7948864	6.87069
7956785	6.75903
8068200	5.00096
8052733	1.24901
8023308	3.70931
8094679	2.81612
8155024	2.55591
8041206	3.66353
8158666	4.2855
8068620	2.65275
8054338	4.25894
8105077	5.75067
8016213	4.07374
7923183	6.54466
8135576	7.19701
8008517	6.61222
7911578	5.74992
8052753	1.65552
8162868	5.05937
8033362	5.59502
8031884	4.07553
7993935	3.54603
8053610	6.94175
8076509	4.3682
7902365	2.32309
7948293	4.48996
8136795	1.96096
8003769	3.10182
8107353	4.44808
7974257	2.91574
7981785	1.68607
8120222	2.43724
7911085	5.43928
8144228	2.81761
8087596	5.01212
8047457	1.15029
7984253	4.76587
7939867	2.09753
7976814	1.51672
8057599	5.33327
8121943	2.20758
8149204	3.74573
7916343	5.89797
8178771	4.49494
8008682	3.61385
7971104	2.69466
8141281	1.81422
8109254	5.30453
8021685	4.73741
8073032	5.35432
7983252	3.36063
7902308	4.98288
8012110	9.57168
8045583	1.38498
7898677	6.47658
7982348	4.13632
8045090	7.83144
8064462	2.66223
7917148	7.0996
8029784	4.02082
8074371	4.9746
8173340	5.64194
8161563	3.77094
8078805	4.3144
8096704	2.81947
7929614	1.76549
7994824	1.09806
8159734	3.67527
8128447	2.32609
8130556	9.15957
8075673	4.93256
7977507	9.05293
8137558	5.71551
8102862	3.79733
8005957	1.74765
7907655	3.56396
8079590	7.10838
7955421	1.24542
8084648	2.17725
7986960	4.41473
8096669	5.06086
8113788	1.58396
8083895	1.78416
8073096	2.81191
7982955	0.98043
7906365	2.00002
8072266	3.87231
8046160	2.00442
8116313	2.60349
8009685	7.4731
8103452	1.76414
8156538	8.48097
8148329	4.57671
7986763	2.08237
8065230	3.60925
7996164	4.36075
7961097	3.7392
8125463	6.49613
7939298	7.87799
7968514	1.93116
8120600	1.99597
7927120	4.47248
8157216	7.99413
8080028	6.65496
8027343	4.80589
7998015	5.13478
7923608	2.65241
8055130	7.02408
7930452	1.35375
8134252	1.42875
8122038	2.8629
8108050	4.25463
8169882	4.7298
8061666	2.66475
8168531	1.83817
8084360	6.97842
7946071	2.30054
7954090	8.36165
8017363	1.32064
8117533	3.70375
8105908	2.33527
8002547	3.95845
8071084	4.05096
7981970	1.83584
8051666	1.63727
8135378	5.22184
7952671	4.26636
7953252	2.60754
8125426	4.13598
8002992	2.60862
8145687	1.23856
8058552	9.74899
7985349	6.45589
8179489	11.3798
7980069	4.11838
7942544	5.72247
7969204	5.01962
8134789	4.69228
8140445	3.73691
8105144	2.86759
8020449	3.697
8112763	2.57106
7965515	7.6516
8068020	1.59107
8142830	6.56694
8045157	1.2476
8043572	2.68783
8168203	2.28738
7911681	2.79101
8075130	7.66724
7914178	3.61986
7927513	6.948
7955297	3.9799
8170215	1.72787
7913001	7.78923
7905918	3.44604
7950762	3.20073
8172876	6.97166
7927775	5.79588
8035793	4.92463
8174731	4.41673
8167652	5.12835
7926871	3.14979
8028778	5.78652
8101992	7.07601
8062117	1.75873
7938286	5.91945
7947784	7.05495
7971513	6.72988
7976844	4.62154
7945283	5.7285
8148642	5.01902
7976148	2.13614
8062326	7.37707
8078384	1.43314
8099438	5.80614
7936282	1.33032
8137433	2.35739
8088397	3.00265
8141371	3.04166
8161919	4.43569
7998053	3.15763
8127396	1.78924
8101063	1.27743
8168345	2.09134
7979916	6.67774
8048541	5.29748
8132990	1.37164
8089314	3.39799
8086150	5.6213
7944478	2.80267
7979307	2.28103
7902439	1.72557
8037794	4.87689
8126627	2.14477
7940216	2.0521
8113035	3.21903
7919067	2.26975
7902615	1.3663
7940679	4.06429
8075865	3.70586
7934779	2.56216
8110706	4.2753
8137334	4.56208
7931571	5.16037
8063620	6.46489
7923562	11.9433
8047690	1.43816
7921652	2.35437
8139806	1.10835
8006063	4.16895
7911178	4.48857
8094531	1.16778
8172225	1.76036
8047518	6.59831
8011599	7.26381
8006746	5.36824
8115580	5.56014
7988091	2.68348
8097388	4.32392
8175177	5.83827
8073062	3.63631
8036416	1.61959
8009326	3.52265
8003892	5.13546
7993259	7.65801
7917896	5.95296
8025515	3.63055
8111017	1.6533
8161892	2.50062
8060611	6.762
7920285	3.20636
8112857	4.39153
8077942	1.56037
7999827	9.33397
8080685	6.29453
8129392	2.1855
7952626	7.89833
8062599	2.61815
8055948	1.29958
7942783	4.35321
7953040	3.21903
8140737	4.20459
7984799	4.11219
7901110	9.14803
8124388	3.50315
8024728	6.79777
7919384	3.10705
8036444	2.2626
8015741	4.70226
8009524	2.59945
7908159	2.24929
7990736	6.16571
8129315	1.75991
8164269	8.70262
7917304	7.27765
7991939	4.94624
7933088	1.55985
8100760	1.66891
7958532	7.14152
8074606	5.02313
8039698	2.62724
8124446	4.03391
8095161	1.49481
8065339	2.06763
8103364	1.17818
8069505	2.51956
8029458	4.3793
7985080	5.10059
7919578	3.83601
8079588	1.29063
7912675	6.02517
8027692	2.27064
8161642	4.22007
8088848	2.80141
8103979	5.99128
8054295	3.59388
8075564	2.18517
8027448	3.55989
7998117	4.00111
8014035	4.53069
8133200	2.89954
7940441	2.97823
8169898	4.42451
7982074	1.44187
8074927	6.12242
8124448	6.07664
8017139	1.28495
7995332	6.16149
8153459	4.21071
8138950	5.06518
8171653	2.35555
7953128	1.46626
7985099	7.04664
8141728	5.56395
7915032	4.17694
7963786	7.87955
7965681	4.64729
8141762	6.31034
8067530	5.03198
8005757	1.39857
8032214	5.47068
8172191	6.56306
8150928	7.47944
7957008	6.75776
8099758	1.60397
8000323	6.77961
7957476	1.85142
8029847	5.14315
8176427	3.50708
8039805	7.06859
7938625	3.47086
7948354	1.87786
8041383	3.2812
8079966	4.17772
8023926	2.49503
7911349	1.78983
8101467	4.19293
8101934	4.78395
7974816	9.00951
8042788	2.97811
8118634	6.21719
8052940	2.38461
7918313	2.9332
8129610	2.33877
8114396	6.77501
7944656	6.65032
7909866	4.9674
8095736	3.15373
7969228	6.2185
8144639	2.52319
8084439	8.71739
7905462	1.31666
7939665	6.44484
8152211	1.43588
8133876	10.5654
8074890	3.2334
8022426	3.7162
8116113	5.06869
8027793	6.90107
8113616	6.71158
8094596	1.77583
8037430	1.77377
7934026	2.54965
8108330	7.8592
7923438	9.08654
7995803	3.93621
7920799	5.99725
8174668	1.34388
8157922	4.5018
8126934	1.66072
7902721	1.66888
8116195	6.1325
7944767	1.62486
8143040	6.1577
8121087	4.63234
7994559	5.58197
8075555	2.71286
7932727	2.28321
8176532	2.33827
7905444	7.85689
8164896	6.78972
8048980	9.40506
8114215	4.71466
7970317	7.29369
8043244	3.54552
8021777	1.83619
8048489	4.77106
8160663	4.72992
8007071	2.45676
8095035	1.08293
8066444	2.56248
7959574	6.7596
8111989	5.0449
8032212	4.58276
7912535	3.75187
8145782	6.46678
8061986	7.77165
8009382	6.53982
8131349	3.24568
7927732	7.3729
7993624	4.52144
8020139	6.11027
8127024	3.5292
8006239	6.31483
8165398	3.6448
8145818	2.26581
7994715	5.4725
8122879	2.17196
8149898	3.24615
8045887	6.60435
